"subject_id","scenarios","treatment_id","paper_id","p","choice","endowment","A","gender","age","Design","KW_score"
"2020Bas115_1a_abwt17",8,"2020Bas115_1a","2020Bas115",2624,5,10,0,0,25,"Within",-0.3
"2020Bas115_1a_abwt17",9,"2020Bas115_1a","2020Bas115",2625,5,10,0,0,25,"Within",-0.3
"2020Bas115_1a_abwt17",10,"2020Bas115_1a","2020Bas115",2626,5,10,0,0,25,"Within",-0.3
"2020Bas115_1a_acje13",0,"2020Bas115_1a","2020Bas115",2627,3,10,0,0,22,"Within",-1
"2020Bas115_1a_acje13",1,"2020Bas115_1a","2020Bas115",2628,3,10,0,0,22,"Within",-0.6
"2020Bas115_1a_acje13",2,"2020Bas115_1a","2020Bas115",2629,3,10,0,0,22,"Within",-0.3
"2020Bas115_1a_acje13",3,"2020Bas115_1a","2020Bas115",2630,3,10,1,0,22,"Within",0.3
"2020Bas115_1a_acje13",4,"2020Bas115_1a","2020Bas115",2631,3,10,0,0,22,"Within",0.6
"2020Bas115_1a_acje13",5,"2020Bas115_1a","2020Bas115",2632,3,10,0,0,22,"Within",1
"2020Bas115_1a_acje13",6,"2020Bas115_1a","2020Bas115",2633,3,10,0,0,22,"Within",1
"2020Bas115_1a_acje13",7,"2020Bas115_1a","2020Bas115",2634,3,10,0,0,22,"Within",1
"2020Bas115_1a_acje13",8,"2020Bas115_1a","2020Bas115",2635,3,10,0,0,22,"Within",1
"2020Bas115_1a_acje13",9,"2020Bas115_1a","2020Bas115",2636,3,10,0,0,22,"Within",1
"2020Bas115_1a_acje13",10,"2020Bas115_1a","2020Bas115",2637,3,10,0,0,22,"Within",1
"2020Bas115_1a_adgu03",0,"2020Bas115_1a","2020Bas115",2638,5,10,0,0,28,"Within",-1
"2020Bas115_1a_adgu03",1,"2020Bas115_1a","2020Bas115",2639,5,10,0,0,28,"Within",-1
"2020Bas115_1a_adgu03",2,"2020Bas115_1a","2020Bas115",2640,5,10,0,0,28,"Within",-0.6
"2020Bas115_1a_adgu03",3,"2020Bas115_1a","2020Bas115",2641,5,10,0,0,28,"Within",-0.3
"2020Bas115_1a_adgu03",4,"2020Bas115_1a","2020Bas115",2642,5,10,0,0,28,"Within",-0.3
"2020Bas115_1a_adgu03",5,"2020Bas115_1a","2020Bas115",2643,5,10,1,0,28,"Within",1
"2020Bas115_1a_adgu03",6,"2020Bas115_1a","2020Bas115",2644,5,10,0,0,28,"Within",0.6
"2020Bas115_1a_adgu03",7,"2020Bas115_1a","2020Bas115",2645,5,10,0,0,28,"Within",0.3
"2020Bas115_1a_adgu03",8,"2020Bas115_1a","2020Bas115",2646,5,10,0,0,28,"Within",-0.3
"2020Bas115_1a_adgu03",9,"2020Bas115_1a","2020Bas115",2647,5,10,0,0,28,"Within",-0.3
"2020Bas115_1a_adgu03",10,"2020Bas115_1a","2020Bas115",2648,5,10,0,0,28,"Within",-0.6
"2020Bas115_1a_aehr08",0,"2020Bas115_1a","2020Bas115",2649,5,10,0,0,27,"Within",-1
"2020Bas115_1a_aehr08",1,"2020Bas115_1a","2020Bas115",2650,5,10,0,0,27,"Within",-1
"2020Bas115_1a_aehr08",2,"2020Bas115_1a","2020Bas115",2651,5,10,0,0,27,"Within",-0.6
"2020Bas115_1a_aehr08",3,"2020Bas115_1a","2020Bas115",2652,5,10,0,0,27,"Within",-0.3
"2020Bas115_1a_aehr08",4,"2020Bas115_1a","2020Bas115",2653,5,10,0,0,27,"Within",-0.3
"2020Bas115_1a_aehr08",5,"2020Bas115_1a","2020Bas115",2654,5,10,1,0,27,"Within",1
"2020Bas115_1a_aehr08",6,"2020Bas115_1a","2020Bas115",2655,5,10,0,0,27,"Within",0.3
"2020Bas115_1a_aehr08",7,"2020Bas115_1a","2020Bas115",2656,5,10,0,0,27,"Within",0.3
"2020Bas115_1a_aehr08",8,"2020Bas115_1a","2020Bas115",2657,5,10,0,0,27,"Within",-0.3
"2020Bas115_1a_aehr08",9,"2020Bas115_1a","2020Bas115",2658,5,10,0,0,27,"Within",-0.6
"2020Bas115_1a_aehr08",10,"2020Bas115_1a","2020Bas115",2659,5,10,0,0,27,"Within",-0.6
"2020Bas115_1a_agdc16",0,"2020Bas115_1a","2020Bas115",2660,4,10,0,1,24,"Within",-1
"2020Bas115_1a_agdc16",1,"2020Bas115_1a","2020Bas115",2661,4,10,0,1,24,"Within",-1
"2020Bas115_1a_agdc16",2,"2020Bas115_1a","2020Bas115",2662,4,10,0,1,24,"Within",0.3
"2020Bas115_1a_agdc16",3,"2020Bas115_1a","2020Bas115",2663,4,10,0,1,24,"Within",0.3
"2020Bas115_1a_agdc16",4,"2020Bas115_1a","2020Bas115",2664,4,10,1,1,24,"Within",0.6
"2020Bas115_1a_agdc16",5,"2020Bas115_1a","2020Bas115",2665,4,10,0,1,24,"Within",1
"2020Bas115_1a_agdc16",6,"2020Bas115_1a","2020Bas115",2666,4,10,0,1,24,"Within",1
"2020Bas115_1a_agdc16",7,"2020Bas115_1a","2020Bas115",2667,4,10,0,1,24,"Within",0.3
"2020Bas115_1a_agdc16",8,"2020Bas115_1a","2020Bas115",2668,4,10,0,1,24,"Within",-1
"2020Bas115_1a_agdc16",9,"2020Bas115_1a","2020Bas115",2669,4,10,0,1,24,"Within",-1
"2020Bas115_1a_agdc16",10,"2020Bas115_1a","2020Bas115",2670,4,10,0,1,24,"Within",-1
"2020Bas115_1a_agga18",0,"2020Bas115_1a","2020Bas115",2671,5,10,0,1,24,"Within",-1
"2020Bas115_1a_agga18",1,"2020Bas115_1a","2020Bas115",2672,5,10,0,1,24,"Within",-1
"2020Bas115_1a_agga18",2,"2020Bas115_1a","2020Bas115",2673,5,10,0,1,24,"Within",-0.6
"2020Bas115_1a_agga18",3,"2020Bas115_1a","2020Bas115",2674,5,10,0,1,24,"Within",-0.3
"2020Bas115_1a_agga18",4,"2020Bas115_1a","2020Bas115",2675,5,10,0,1,24,"Within",0.6
"2020Bas115_1a_agga18",5,"2020Bas115_1a","2020Bas115",2676,5,10,1,1,24,"Within",1
"2020Bas115_1a_agga18",6,"2020Bas115_1a","2020Bas115",2677,5,10,0,1,24,"Within",0.6
"2020Bas115_1a_agga18",7,"2020Bas115_1a","2020Bas115",2678,5,10,0,1,24,"Within",-0.3
"2020Bas115_1a_agga18",8,"2020Bas115_1a","2020Bas115",2679,5,10,0,1,24,"Within",-0.3
"2020Bas115_1a_agga18",9,"2020Bas115_1a","2020Bas115",2680,5,10,0,1,24,"Within",-0.6
"2020Bas115_1a_agga18",10,"2020Bas115_1a","2020Bas115",2681,5,10,0,1,24,"Within",-0.6
"2020Bas115_1a_agho14",0,"2020Bas115_1a","2020Bas115",2682,5,10,0,1,24,"Within",-1
"2020Bas115_1a_agho14",1,"2020Bas115_1a","2020Bas115",2683,5,10,0,1,24,"Within",-0.6
"2020Bas115_1a_agho14",2,"2020Bas115_1a","2020Bas115",2684,5,10,0,1,24,"Within",-0.3
"2020Bas115_1a_agho14",3,"2020Bas115_1a","2020Bas115",2685,5,10,0,1,24,"Within",0.3
"2020Bas115_1a_agho14",4,"2020Bas115_1a","2020Bas115",2686,5,10,0,1,24,"Within",0.6
"2020Bas115_1a_agho14",5,"2020Bas115_1a","2020Bas115",2687,5,10,1,1,24,"Within",1
"2020Bas115_1a_agho14",6,"2020Bas115_1a","2020Bas115",2688,5,10,0,1,24,"Within",1
"2020Bas115_1a_agho14",7,"2020Bas115_1a","2020Bas115",2689,5,10,0,1,24,"Within",1
"2020Bas115_1a_agho14",8,"2020Bas115_1a","2020Bas115",2690,5,10,0,1,24,"Within",1
"2020Bas115_1a_agho14",9,"2020Bas115_1a","2020Bas115",2691,5,10,0,1,24,"Within",1
"2020Bas115_1a_agho14",10,"2020Bas115_1a","2020Bas115",2692,5,10,0,1,24,"Within",1
"2020Bas115_1a_agoo23",0,"2020Bas115_1a","2020Bas115",2693,5,10,0,0,36,"Within",-1
"2020Bas115_1a_agoo23",1,"2020Bas115_1a","2020Bas115",2694,5,10,0,0,36,"Within",-1
"2020Bas115_1a_agoo23",2,"2020Bas115_1a","2020Bas115",2695,5,10,0,0,36,"Within",-0.6
"2020Bas115_1a_agoo23",3,"2020Bas115_1a","2020Bas115",2696,5,10,0,0,36,"Within",-0.3
"2020Bas115_1a_agoo23",4,"2020Bas115_1a","2020Bas115",2697,5,10,0,0,36,"Within",-0.3
"2020Bas115_1a_agoo23",5,"2020Bas115_1a","2020Bas115",2698,5,10,1,0,36,"Within",0.3
"2020Bas115_1a_agoo23",6,"2020Bas115_1a","2020Bas115",2699,5,10,0,0,36,"Within",0.6
"2020Bas115_1a_agoo23",7,"2020Bas115_1a","2020Bas115",2700,5,10,0,0,36,"Within",0.6
"2020Bas115_1a_agoo23",8,"2020Bas115_1a","2020Bas115",2701,5,10,0,0,36,"Within",0.6
"2020Bas115_1a_agoo23",9,"2020Bas115_1a","2020Bas115",2702,5,10,0,0,36,"Within",1
"2020Bas115_1a_agoo23",10,"2020Bas115_1a","2020Bas115",2703,5,10,0,0,36,"Within",1
"2020Bas115_1a_aida08",0,"2020Bas115_1a","2020Bas115",2704,5,10,0,1,27,"Within",-1
"2020Bas115_1a_aida08",1,"2020Bas115_1a","2020Bas115",2705,5,10,0,1,27,"Within",-1
"2020Bas115_1a_aida08",2,"2020Bas115_1a","2020Bas115",2706,5,10,0,1,27,"Within",-1
"2020Bas115_1a_aida08",3,"2020Bas115_1a","2020Bas115",2707,5,10,0,1,27,"Within",-0.6
"2020Bas115_1a_aida08",4,"2020Bas115_1a","2020Bas115",2708,5,10,0,1,27,"Within",0.3
"2020Bas115_1a_aida08",5,"2020Bas115_1a","2020Bas115",2709,5,10,1,1,27,"Within",1
"2020Bas115_1a_aida08",6,"2020Bas115_1a","2020Bas115",2710,5,10,0,1,27,"Within",0.3
"2020Bas115_1a_aida08",7,"2020Bas115_1a","2020Bas115",2711,5,10,0,1,27,"Within",-0.6
"2020Bas115_1a_aida08",8,"2020Bas115_1a","2020Bas115",2712,5,10,0,1,27,"Within",-1
"2020Bas115_1a_aida08",9,"2020Bas115_1a","2020Bas115",2713,5,10,0,1,27,"Within",-1
"2020Bas115_1a_aida08",10,"2020Bas115_1a","2020Bas115",2714,5,10,0,1,27,"Within",-1
"2020Bas115_1a_aimo13",0,"2020Bas115_1a","2020Bas115",2715,5,10,0,1,22,"Within",-1
"2020Bas115_1a_aimo13",1,"2020Bas115_1a","2020Bas115",2716,5,10,0,1,22,"Within",-0.6
"2020Bas115_1a_aimo13",2,"2020Bas115_1a","2020Bas115",2717,5,10,0,1,22,"Within",-0.6
"2020Bas115_1a_aimo13",3,"2020Bas115_1a","2020Bas115",2718,5,10,0,1,22,"Within",-0.3
"2020Bas115_1a_aimo13",4,"2020Bas115_1a","2020Bas115",2719,5,10,0,1,22,"Within",0.6
"2020Bas115_1a_aimo13",5,"2020Bas115_1a","2020Bas115",2720,5,10,1,1,22,"Within",1
"2020Bas115_1a_aimo13",6,"2020Bas115_1a","2020Bas115",2721,5,10,0,1,22,"Within",-0.3
"2020Bas115_1a_aimo13",7,"2020Bas115_1a","2020Bas115",2722,5,10,0,1,22,"Within",-0.3
"2020Bas115_1a_aimo13",8,"2020Bas115_1a","2020Bas115",2723,5,10,0,1,22,"Within",-0.3
"2020Bas115_1a_aimo13",9,"2020Bas115_1a","2020Bas115",2724,5,10,0,1,22,"Within",-0.6
"2020Bas115_1a_aimo13",10,"2020Bas115_1a","2020Bas115",2725,5,10,0,1,22,"Within",-1
"2020Bas115_1a_akja06",0,"2020Bas115_1a","2020Bas115",2726,5,10,0,0,22,"Within",-1
"2020Bas115_1a_akja06",1,"2020Bas115_1a","2020Bas115",2727,5,10,0,0,22,"Within",-1
"2020Bas115_1a_akja06",2,"2020Bas115_1a","2020Bas115",2728,5,10,0,0,22,"Within",-1
"2020Bas115_1a_akja06",3,"2020Bas115_1a","2020Bas115",2729,5,10,0,0,22,"Within",-0.6
"2020Bas115_1a_akja06",4,"2020Bas115_1a","2020Bas115",2730,5,10,0,0,22,"Within",-0.3
"2020Bas115_1a_akja06",5,"2020Bas115_1a","2020Bas115",2731,5,10,1,0,22,"Within",1
"2020Bas115_1a_akja06",6,"2020Bas115_1a","2020Bas115",2732,5,10,0,0,22,"Within",-0.3
"2020Bas115_1a_akja06",7,"2020Bas115_1a","2020Bas115",2733,5,10,0,0,22,"Within",-0.6
"2020Bas115_1a_akja06",8,"2020Bas115_1a","2020Bas115",2734,5,10,0,0,22,"Within",-1
"2020Bas115_1a_akja06",9,"2020Bas115_1a","2020Bas115",2735,5,10,0,0,22,"Within",-1
"2020Bas115_1a_akja06",10,"2020Bas115_1a","2020Bas115",2736,5,10,0,0,22,"Within",-1
"2020Bas115_1a_akmo15",0,"2020Bas115_1a","2020Bas115",2737,5,10,0,1,24,"Within",-1
"2020Bas115_1a_akmo15",1,"2020Bas115_1a","2020Bas115",2738,5,10,0,1,24,"Within",-1
"2020Bas115_1a_akmo15",2,"2020Bas115_1a","2020Bas115",2739,5,10,0,1,24,"Within",-1
"2020Bas115_1a_akmo15",3,"2020Bas115_1a","2020Bas115",2740,5,10,0,1,24,"Within",-0.3
"2020Bas115_1a_akmo15",4,"2020Bas115_1a","2020Bas115",2741,5,10,0,1,24,"Within",0.3
"2020Bas115_1a_akmo15",5,"2020Bas115_1a","2020Bas115",2742,5,10,1,1,24,"Within",1
"2020Bas115_1a_akmo15",6,"2020Bas115_1a","2020Bas115",2743,5,10,0,1,24,"Within",0.3
"2020Bas115_1a_akmo15",7,"2020Bas115_1a","2020Bas115",2744,5,10,0,1,24,"Within",-0.3
"2020Bas115_1a_akmo15",8,"2020Bas115_1a","2020Bas115",2745,5,10,0,1,24,"Within",-0.6
"2020Bas115_1a_akmo15",9,"2020Bas115_1a","2020Bas115",2746,5,10,0,1,24,"Within",-1
"2020Bas115_1a_akmo15",10,"2020Bas115_1a","2020Bas115",2747,5,10,0,1,24,"Within",-1
"2020Bas115_1a_akno23",0,"2020Bas115_1a","2020Bas115",2748,0,10,1,0,26,"Within",-1
"2020Bas115_1a_akno23",1,"2020Bas115_1a","2020Bas115",2749,0,10,0,0,26,"Within",-1
"2020Bas115_1a_akno23",2,"2020Bas115_1a","2020Bas115",2750,0,10,0,0,26,"Within",-0.3
"2020Bas115_1a_akno23",3,"2020Bas115_1a","2020Bas115",2751,0,10,0,0,26,"Within",0.3
"2020Bas115_1a_akno23",4,"2020Bas115_1a","2020Bas115",2752,0,10,0,0,26,"Within",0.6
